"MEG_ID"	"Broadclass"	"Class"	"Mechanism"	"Gene"
"966"	"MEG_5176"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"967"	"MEG_1125"	"Drugs"	"Rifampin"	"Rifampin_ADP-ribosyltransferase_Arr"	"ARR"
"968"	"MEG_1251"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"BLAB"
"969"	"MEG_896"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"970"	"MEG_5869"	"Drugs"	"Fluoroquinolones"	"Quinolone_resistance_protein_Qnr"	"QNRA"
"971"	"MEG_1737"	"Multi-compound"	"Drug_and_biocide_and_metal_resistance"	"Drug_and_biocide_and_metal_RND_efflux_pumps"	"CMEA"
"972"	"MEG_4994"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"973"	"MEG_7458"	"Drugs"	"Glycopeptides"	"VanA-type_regulator"	"VANRA"
"974"	"MEG_7450"	"Drugs"	"Glycopeptides"	"VanA-type_regulator"	"VANRA"
"975"	"MEG_410"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"ACRF"
"976"	"MEG_3102"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"GES"
"977"	"MEG_4474"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"978"	"MEG_2340"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"979"	"MEG_727"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"AMPC"
"980"	"MEG_7259"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_arabinosyltransferase"	"TLYA|RequiresSNPConfirmation"
"981"	"MEG_7539"	"Drugs"	"Glycopeptides"	"VanB-type_accessory_protein"	"VANWB"
"982"	"MEG_4242"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"OKP"
"983"	"MEG_7154"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"
"984"	"MEG_4824"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"985"	"MEG_6901"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"TEM"
"986"	"MEG_2191"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"987"	"MEG_893"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"988"	"MEG_2476"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	"CZNA"
"989"	"MEG_5450"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"990"	"MEG_2805"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMB"
"991"	"MEG_3788"	"Drugs"	"betalactams"	"Penicillin_binding_protein"	"MECA"
"992"	"MEG_2310"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"993"	"MEG_2633"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR|RequiresSNPConfirmation"
"994"	"MEG_5197"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"995"	"MEG_3892"	"Metals"	"Mercury_resistance"	"Mercury_resistance_protein"	"MERT"
"996"	"MEG_5582"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"997"	"MEG_945"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"998"	"MEG_1607"	"Drugs"	"Phenicol"	"Chloramphenicol_acetyltransferases"	"CATB|RequiresSNPConfirmation"
"999"	"MEG_6355"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"SHV"
"1000"	"MEG_6471"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"SHV"
"1001"	"MEG_6015"	"Drugs"	"Fluoroquinolones"	"Quinolone_resistance_protein_Qnr"	"QNRE"
"1002"	"MEG_40"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC3"
"1003"	"MEG_5422"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"PCOD"
"1004"	"MEG_2433"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"1005"	"MEG_1082"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-phosphotransferases"	"APH4"
"1006"	"MEG_5898"	"Drugs"	"Fluoroquinolones"	"Quinolone_resistance_protein_Qnr"	"QNRB"
"1007"	"MEG_843"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"1008"	"MEG_7848"	"Metals"	"Zinc_resistance"	"Zinc_resistance_regulator"	"ZIAR"
"1009"	"MEG_4285"	"Drugs"	"betalactams"	"Mutant_porin_proteins"	"OMPD"
"1010"	"MEG_6161"	"Drugs"	"Nucleosides"	"Streptothricin_acetyltransferase"	"SAT"
"1011"	"MEG_5300"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"OXY"
"1012"	"MEG_3636"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"LRA"
"1013"	"MEG_947"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"1014"	"MEG_6301"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"SHV"
"1015"	"MEG_3205"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"GYRA|RequiresSNPConfirmation"
"1016"	"MEG_5944"	"Drugs"	"Fluoroquinolones"	"Quinolone_resistance_protein_Qnr"	"QNRB"
"1017"	"MEG_1153"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"ARSBM"
"1018"	"MEG_4457"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"1019"	"MEG_6900"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"TEM"
"1020"	"MEG_3899"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXA"
"1021"	"MEG_100"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"1022"	"MEG_7394"	"Drugs"	"Glycopeptides"	"VanG-type_resistance_protein"	"VANG"
"1023"	"MEG_7323"	"Metals"	"Tungsten_Resistance"	"Tungsten_ABC_efflux_pumps"	"TUPA"
"1024"	"MEG_6944"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"TEM"
"1025"	"MEG_2438"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"1026"	"MEG_2859"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMX"
"1027"	"MEG_1799"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"1028"	"MEG_2916"	"Drugs"	"Phenicol"	"Phenicol_resistance_MFS_efflux_pumps"	"FLOR"
"1029"	"MEG_7477"	"Drugs"	"Glycopeptides"	"VanD-type_regulator"	"VANRD"
"1030"	"MEG_4497"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"1031"	"MEG_3834"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MATE_efflux_pumps"	"MEPA"
"1032"	"MEG_139"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"1033"	"MEG_2230"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"1034"	"MEG_5331"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"PARC|RequiresSNPConfirmation"
"1035"	"MEG_4922"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"1036"	"MEG_4414"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"1037"	"MEG_4008"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_pumps"	"MODC"
"1038"	"MEG_1232"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BIC"
"1039"	"MEG_4017"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"MOX"
"1040"	"MEG_323"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"1041"	"MEG_6868"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"TEM"
"1042"	"MEG_3314"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"IMP"
"1043"	"MEG_7112"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETM"
"1044"	"MEG_3075"	"Metals"	"Aluminum_resistance"	"Aluminum_ATPase_"	"G2ALT"
"1045"	"MEG_7417"	"Drugs"	"Glycopeptides"	"VanB-type_resistance_protein"	"VANHB"
"1046"	"MEG_927"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"1047"	"MEG_2676"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBA"
"1048"	"MEG_7776"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_pump"	"VMEA"
"1049"	"MEG_5515"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"1050"	"MEG_2566"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRB"
"1051"	"MEG_7106"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETM"
"1052"	"MEG_3683"	"Drugs"	"Lipopeptides"	"Colistin_phosphoethanolamine_transferase"	"MCR"
"1053"	"MEG_650"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ADC"
"1054"	"MEG_7185"	"Drugs"	"Tetracyclines"	"Tetracycline_transcriptional_repressor"	"TETR|RequiresSNPConfirmation"
"1055"	"MEG_3155"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"GOB"
"1056"	"MEG_1735"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CME"
"1057"	"MEG_6363"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"SHV"
"1058"	"MEG_5162"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"1059"	"MEG_6176"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_RND_efflux_pumps"	"SDIA"
"1060"	"MEG_4334"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"OQXA"
"1061"	"MEG_5205"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"1062"	"MEG_3140"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"GLPF"
"1063"	"MEG_3458"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"KLUC"
"1064"	"MEG_2386"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"1065"	"MEG_121"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"1066"	"MEG_4336"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"OQXB"
"1067"	"MEG_5529"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"1068"	"MEG_5408"	"Drugs"	"betalactams"	"Penicillin_binding_protein"	"PBP3|RequiresSNPConfirmation"
"1069"	"MEG_1270"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"BLAC"
"1070"	"MEG_2789"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMB"
"1071"	"MEG_3909"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXE"
"1072"	"MEG_2891"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_pumps"	"FBPC"
"1073"	"MEG_623"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ADC"
"1074"	"MEG_5986"	"Drugs"	"Fluoroquinolones"	"Quinolone_resistance_protein_Qnr"	"QNRB"
"1075"	"MEG_2669"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"DPSA"
"1076"	"MEG_7190"	"Drugs"	"Tetracyclines"	"Tetracycline_transcriptional_repressor"	"TETR|RequiresSNPConfirmation"
"1077"	"MEG_4843"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"1078"	"MEG_5218"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"1079"	"MEG_5186"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"1080"	"MEG_5161"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"1081"	"MEG_6506"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	"SILP"
"1082"	"MEG_1220"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BEL"
"1083"	"MEG_6968"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TET31"
"1084"	"MEG_3126"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"GES"
"1085"	"MEG_2202"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"1086"	"MEG_1636"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CBLA"
"1087"	"MEG_5449"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"1088"	"MEG_250"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"1089"	"MEG_5874"	"Drugs"	"Fluoroquinolones"	"Quinolone_resistance_protein_Qnr"	"QNRA"
"1090"	"MEG_6636"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	"SULII"
"1091"	"MEG_3758"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MATE_efflux_pumps"	"MDTK"
"1092"	"MEG_5872"	"Drugs"	"Fluoroquinolones"	"Quinolone_resistance_protein_Qnr"	"QNRA"
"1093"	"MEG_933"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"1094"	"MEG_448"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ACT"
"1095"	"MEG_6872"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"TEM"
"1096"	"MEG_7049"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETB"
"1097"	"MEG_4504"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"1098"	"MEG_5427"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"1099"	"MEG_192"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"1100"	"MEG_4009"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_pumps"	"MODC"
"1101"	"MEG_3304"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"IMI"
"1102"	"MEG_5284"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"OXY"
"1103"	"MEG_3436"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_regulator"	"IRLR"
"1104"	"MEG_1319"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLASME"
"1105"	"MEG_7518"	"Drugs"	"Glycopeptides"	"VanM-type_regulator"	"VANSM"
"1106"	"MEG_2342"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"1107"	"MEG_2649"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"DIM"
"1108"	"MEG_1296"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"BLAPLA"
"1109"	"MEG_1370"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLAZ"
"1110"	"MEG_6144"	"Drugs"	"Aminoglycosides"	"Aminoglycoside-resistant_16S_ribosomal_subunit_protein"	"RPSL|RequiresSNPConfirmation"
"1111"	"MEG_3643"	"Drugs"	"MLS"	"MLS_resistance_ABC_efflux_pumps"	"LSA"
"1112"	"MEG_7741"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"VIM"
"1113"	"MEG_4272"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"OKP"
"1114"	"MEG_4860"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"1115"	"MEG_5432"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"1116"	"MEG_2498"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"
"1117"	"MEG_3561"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"LEN"
"1118"	"MEG_2382"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"1119"	"MEG_330"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"1120"	"MEG_6244"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"SHV"
"1121"	"MEG_6170"	"Drugs"	"Nucleosides"	"Streptothricin_acetyltransferase"	"SAT"
"1122"	"MEG_2089"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"CORC"
"1123"	"MEG_2651"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DMEF"
"1124"	"MEG_6033"	"Drugs"	"Fluoroquinolones"	"Quinolone_resistance_protein_Qnr"	"QNRVC"
"1125"	"MEG_4696"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"1126"	"MEG_74"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"1127"	"MEG_2838"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMN"
"1128"	"MEG_7181"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETQ"
"1129"	"MEG_7198"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETS"
"1130"	"MEG_6696"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"TEM"
"1131"	"MEG_7248"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETZ"
"1132"	"MEG_3351"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"IMP"
"1133"	"MEG_2738"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"EMTA"
"1134"	"MEG_6191"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"SHV"
"1135"	"MEG_1988"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"1136"	"MEG_5439"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"1137"	"MEG_2591"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"
"1138"	"MEG_2502"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"
"1139"	"MEG_382"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ACC"
"1140"	"MEG_2027"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"COPA"
"1141"	"MEG_750"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT2-DPRIME"
"1142"	"MEG_7210"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETW"
"1143"	"MEG_4740"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"1144"	"MEG_7044"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETB"
"1145"	"MEG_215"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"1146"	"MEG_183"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"1147"	"MEG_1584"	"Drugs"	"Phenicol"	"Chloramphenicol_acetyltransferases"	"CATA"
"1148"	"MEG_2429"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"1149"	"MEG_5474"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"1150"	"MEG_6512"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"SIM"
"1151"	"MEG_2826"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERME"
"1152"	"MEG_1793"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"1153"	"MEG_6975"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TET33"
"1154"	"MEG_3181"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"GYRA|RequiresSNPConfirmation"
"1155"	"MEG_1421"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLAZ"
"1156"	"MEG_2895"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_pumps"	"FECD"
"1157"	"MEG_7168"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"
"1158"	"MEG_710"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"AIM"
"1159"	"MEG_1462"	"Drugs"	"Glycopeptides"	"Bleomycin_resistance_protein"	"BLM"
"1160"	"MEG_3380"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"IMP"
"1161"	"MEG_7665"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"VEB"
"1162"	"MEG_1342"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLAZ"
"1163"	"MEG_602"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ADC"
"1164"	"MEG_3243"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"GYRB|RequiresSNPConfirmation"
"1165"	"MEG_1923"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"1166"	"MEG_5125"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"1167"	"MEG_6904"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"TEM"
"1168"	"MEG_2117"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_regulator"	"CPXAR"
"1169"	"MEG_1323"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLAZ"
"1170"	"MEG_1926"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"1171"	"MEG_3964"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"MIR"
"1172"	"MEG_2714"	"Biocides"	"Quaternary_Ammonium_Compounds_(QACs)_resistance"	"QAC_efflux_pump"	"EMEA"
"1173"	"MEG_7525"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANTC"
"1174"	"MEG_485"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ACT"
"1175"	"MEG_6384"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"SHV"
"1176"	"MEG_631"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ADC"
"1177"	"MEG_2851"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMV"
"1178"	"MEG_5680"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"1179"	"MEG_6646"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_pump"	"TBTB"
"1180"	"MEG_6333"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"SHV"
"1181"	"MEG_2115"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_regulator"	"CPXAR"
"1182"	"MEG_3761"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_pumps"	"MDTM"
"1183"	"MEG_4508"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"1184"	"MEG_4662"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"1185"	"MEG_4471"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"1186"	"MEG_5675"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"1187"	"MEG_7819"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_resistance_regulator"	"YDEO"
"1188"	"MEG_6934"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"TEM"
"1189"	"MEG_7562"	"Drugs"	"Glycopeptides"	"VanB-type_resistance_protein"	"VANXB"
"1190"	"MEG_4939"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"1191"	"MEG_1407"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLAZ"
"1192"	"MEG_2577"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRE"
"1193"	"MEG_7293"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_pump"	"TTGF"
"1194"	"MEG_914"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"1195"	"MEG_1797"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"1196"	"MEG_4160"	"Metals"	"Chromium_resistance"	"Chromium_resistance_protein"	"NFSA"
"1197"	"MEG_4819"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"1198"	"MEG_4898"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"1199"	"MEG_4055"	"Drugs"	"Cationic_antimicrobial_peptides"	"Defensin-resistant_mprF"	"MPRF"
"1200"	"MEG_4121"	"Metals"	"Multi-metal_resistance"	"Multi-metal_MFS_efflux_regulator"	"NCRB"
"1201"	"MEG_6201"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"SHV"
"1202"	"MEG_747"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT2-DPRIME"
"1203"	"MEG_7499"	"Drugs"	"Glycopeptides"	"VanC-type_regulator"	"VANSC"
"1204"	"MEG_5052"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"1205"	"MEG_4590"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"1206"	"MEG_3621"	"Drugs"	"MLS"	"Lincosamide_nucleotidyltransferases"	"LNUP"
"1207"	"MEG_1592"	"Drugs"	"Phenicol"	"Chloramphenicol_acetyltransferases"	"CATA"
"1208"	"MEG_1772"	"Drugs"	"Phenicol"	"Phenicol_resistance_MFS_efflux_pumps"	"CMLA"
"1209"	"MEG_3740"	"Drugs"	"Multi-drug_resistance"	"MDR_23S_rRNA_mutation"	"MDR23S|RequiresSNPConfirmation"
"1210"	"MEG_1897"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"1211"	"MEG_3341"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"IMP"
"1212"	"MEG_905"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"1213"	"MEG_1562"	"Drugs"	"Phenicol"	"Chloramphenicol_acetyltransferases"	"CATA"
"1214"	"MEG_3381"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"IMP"
"1215"	"MEG_965"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"1216"	"MEG_7687"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"VGA"
"1217"	"MEG_5338"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"PARC|RequiresSNPConfirmation"
"1218"	"MEG_6284"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"SHV"
"1219"	"MEG_326"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"1220"	"MEG_2770"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERM"
"1221"	"MEG_6614"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	"SULI"
